,0
4429,n04578112
4430,n02749292
4431,n07615289
4432,n13013965
4433,n03820728
4434,n01368672
4435,n03598299
4436,n07829248
4437,n02896294
4438,n07686202
4439,n02038993
4440,n03095965
4441,n02193163
4442,n10453184
4443,n03871371
4444,n09835230
4445,n07588299
4446,n02927053
4447,n04138261
4448,n02963503
4449,n04292921
4450,n07574780
4451,n02881193
4452,n13137672
4453,n01680264
4454,n01905661
4455,n07682624
4456,n07859951
4457,n07746551
4458,n04035231
4459,n04500390
4460,n04405540
4461,n04265428
4462,n10542888
4463,n03004713
4464,n03071552
4465,n03962525
4466,n03225458
4467,n03703203
4468,n07600394
4469,n04374735
4470,n13882487
4471,n07712267
4472,n13919919
4473,n07642833
4474,n02204722
4475,n07572353
4476,n13912540
4477,n01405007
4478,n03975035
4479,n01838598
4480,n07605282
4481,n02217563
4482,n07918309
4483,n07870734
4484,n04095342
4485,n02802990
4486,n03543394
4487,n07562379
4488,n03189083
4489,n03548533
4490,n11805956
4491,n02417785
4492,n04147291
4493,n01923404
4494,n04148054
4495,n07899434
4496,n03456024
4497,n12026018
4498,n01534762
4499,n07727140
4500,n07683360
4501,n04251791
4502,n07729384
4503,n04363777
4504,n04565039
4505,n04216963
4506,n01562451
4507,n07878647
4508,n07639069
4509,n09269882
4510,n01753180
4511,n03622839
4512,n02771547
4513,n01340014
4514,n13868515
4515,n02492948
4516,n11679378
4517,n11725015
4518,n02684962
4519,n04291992
4520,n07873198
4521,n02960690
4522,n01527194
4523,n02277268
4524,n03649288
4525,n09452395
4526,n03475674
4527,n07826653
4528,n02157285
4529,n03652826
4530,n09376198
4531,n07837630
4532,n04050933
4533,n02874442
4534,n03414676
4535,n07834507
4536,n07605198
4537,n07855510
4538,n07769306
4539,n07654148
4540,n01322604
4541,n02460009
4542,n04156946
4543,n12162758
4544,n02366002
4545,n03688832
4546,n07697825
4547,n09331251
4548,n07823280
4549,n03878418
4550,n03816005
4551,n07602650
4552,n03297644
4553,n01587834
4554,n07877299
4555,n07576438
4556,n07921090
4557,n13863473
4558,n07917874
4559,n03949761
4560,n04963588
4561,n02357111
4562,n03272810
4563,n11810358
4564,n07868955
4565,n11812910
4566,n10618342
4567,n07848936
4568,n07574176
4569,n12833149
4570,n08579352
4571,n01908958
4572,n07765612
4573,n01326291
4574,n03154316
4575,n03196598
4576,n07937461
4577,n09405078
4578,n07590502
4579,n01055165
4580,n02823124
4581,n02821202
4582,n11978233
4583,n14175579
4584,n07580592
4585,n04974340
4586,n02137015
4587,n07731006
4588,n01951274
4589,n07624666
4590,n01653223
4591,n04541320
4592,n03704549
4593,n02278024
4594,n07738224
4595,n03318983
4596,n03268142
4597,n02964196
4598,n07564101
4599,n07560331
4600,n03537241
4601,n03873996
4602,n02406859
4603,n02678897
4604,n07866015
4605,n04370288
4606,n04451636
4607,n14909584
4608,n03545150
4609,n03525827
4610,n04398951
4611,n02679961
4612,n03428349
4613,n03091044
4614,n04289690
4615,n07591813
4616,n11925303
4617,n04001845
4618,n12020184
4619,n08551296
4620,n07740220
4621,n03080309
4622,n07719839
4623,n07891433
4624,n04545305
4625,n07928696
4626,n03950647
4627,n01798168
4628,n07927197
4629,n03628984
4630,n07805389
4631,n02123917
4632,n08555333
4633,n01823414
4634,n04024983
4635,n03679384
4636,n04264233
4637,n09411189
4638,n03680858
4639,n02278839
4640,n03577312
4641,n07877675
4642,n07887192
4643,n03100897
4644,n07814007
4645,n09403427
4646,n03844045
4647,n03231819
4648,n03593122
4649,n02692513
4650,n02978753
4651,n04242408
4652,n11946313
4653,n07913774
4654,n02978205
4655,n07917272
4656,n02764614
4657,n04182322
4658,n07864475
4659,n02027357
4660,n02449699
4661,n03088389
4662,n01978010
4663,n07643306
4664,n02782681
4665,n02874642
4666,n07852833
4667,n03913930
4668,n01824035
4669,n04605163
4670,n11958888
4671,n03986355
4672,n03221351
4673,n07857076
4674,n05459101
4675,n01560280
4676,n03530910
4677,n07616046
4678,n04576971
4679,n07876651
4680,n07931612
4681,n07590320
4682,n01883513
4683,n03212114
4684,n07802963
4685,n13882713
4686,n03189311
4687,n11689197
4688,n07641928
4689,n08673039
4690,n09403734
4691,n07851767
4692,n01324610
4693,n02428842
4694,n07846274
4695,n03410740
4696,n07689490
4697,n02425086
4698,n07850219
4699,n13919547
4700,n07821260
4701,n07619208
4702,n07860208
4703,n02758490
4704,n02338449
4705,n13048447
4706,n07817024
4707,n07883510
4708,n07801779
4709,n11958080
4710,n08506347
4711,n04600312
4712,n03468821
4713,n02377480
4714,n04488530
4715,n04441093
4716,n11887310
4717,n03132438
4718,n10671042
4719,n02882894
4720,n07730406
4721,n02861147
4722,n02424695
4723,n09480959
4724,n03105214
4725,n03897943
4726,n03537550
4727,n01422450
4728,n04136161
4729,n02694279
4730,n02932891
4731,n02822865
4732,n03919096
4733,n03938401
4734,n07846471
4735,n03506184
4736,n12035631
4737,n07563366
4738,n12968136
4739,n01880152
4740,n02209111
4741,n14564779
4742,n02388832
4743,n01830479
4744,n07915213
4745,n01387065
4746,n02003204
4747,n12041446
4748,n07910152
4749,n01693175
4750,n07856186
4751,n03384167
4752,n07861334
4753,n03565288
4754,n07865788
4755,n04543158
4756,n07899899
4757,n13077033
4758,n02877642
4759,n07904865
4760,n04387095
4761,n04023695
4762,n07732433
4763,n07925500
4764,n07607967
4765,n04010779
4766,n07885705
4767,n07663899
4768,n04581595
4769,n07585997
4770,n01945845
4771,n03678729
4772,n01332181
4773,n01489709
4774,n03751458
4775,n01314910
4776,n04562122
4777,n04549629
4778,n12606438
4779,n04480853
4780,n02152881
4781,n02605936
4782,n07921948
4783,n01664990
4784,n07850329
4785,n04578329
4786,n07735803
4787,n04452528
4788,n01359762
4789,n09476123
4790,n11721337
4791,n04214046
4792,n04561734
4793,n07842753
4794,n03997274
4795,n07874531
4796,n07875086
4797,n13880415
4798,n07595649
4799,n03041114
4800,n07587023
4801,n03549897
4802,n04396808
4803,n03328201
4804,n02818254
4805,n07686720
4806,n03099945
4807,n03672521
4808,n02802215
4809,n03277459
4810,n02499022
4811,n04437276
4812,n04516214
4813,n07692248
4814,n07765361
4815,n03952576
4816,n04281571
4817,n07587206
4818,n08599292
4819,n09304750
4820,n03356982
4821,n01385330
4822,n03119396
4823,n07601290
4824,n13135692
4825,n02749790
4826,n12057660
4827,n02951703
4828,n03013580
4829,n04573045
4830,n07880080
4831,n13072350
4832,n03842012
4833,n03616979
4834,n01847170
4835,n02153809
4836,n02087314
4837,n03050655
4838,n02642107
4839,n03038281
4840,n04960582
4841,n07922764
4842,n01992773
4843,n07893642
4844,n07839593
4845,n03025165
4846,n03980986
4847,n07573347
4848,n04084517
4849,n01319187
4850,n07867883
4851,n02017475
4852,n07587441
4853,n07587111
4854,n03404149
4855,n03209477
4856,n07749446
4857,n08558963
4858,n09425344
4859,n04504770
4860,n07716203
4861,n04979002
4862,n03057841
4863,n02777734
4864,n07687381
4865,n07655067
4866,n03823111
4867,n01876326
4868,n01688961
4869,n04607869
4870,n07823591
4871,n04515890
4872,n03918074
4873,n04465666
4874,n04556948
4875,n04029416
4876,n07935878
4877,n07808166
4878,n09435739
4879,n04192858
4880,n02923535
4881,n01821203
4882,n07916319
4883,n03676623
4884,n02684649
4885,n09337048
4886,n13014741
4887,n14810561
4888,n07606764
4889,n07877849
4890,n04335886
4891,n02427724
4892,n07818689
4893,n07578093
4894,n12951146
4895,n07750299
4896,n10605253
4897,n03766322
4898,n11859275
4899,n13882276
4900,n02208498
4901,n02363996
4902,n02752917
4903,n03207630
4904,n03246312
4905,n07609632
4906,n02825442
4907,n07856270
4908,n02893941
4909,n07814390
4910,n02689274
4911,n04235646
4912,n07608721
4913,n03800933
4914,n13035389
4915,n02152991
4916,n03283413
4917,n02921195
4918,n03652729
4919,n11989869
4920,n01533651
4921,n03635330
4922,n11988596
4923,n07837755
4924,n01321230
4925,n04951071
4926,n03727067
4927,n03977430
4928,n02396088
4929,n13865904
4930,n13015509
4931,n11892637
4932,n04210120
4933,n03557692
4934,n01486540
4935,n03108624
4936,n07896560
4937,n02090253
4938,n02807616
4939,n07926346
4940,n03506880
4941,n15093298
4942,n03479266
4943,n03341153
4944,n04059399
4945,n01035667
4946,n03417749
4947,n13034555
4948,n12831141
4949,n07853232
4950,n02778131
4951,n03410147
4952,n07841639
4953,n02800675
4954,n02766534
4955,n07585208
4956,n01377694
4957,n03789603
4958,n13046669
4959,n01851207
4960,n03859170
4961,n10184505
4962,n03019938
4963,n03075248
4964,n03166514
4965,n01561181
4966,n04475309
4967,n07688130
4968,n07812913
4969,n03292085
4970,n02861886
4971,n03429771
4972,n07631926
4973,n08518171
4974,n07691650
4975,n02944146
4976,n11636835
4977,n07731952
4978,n03544360
4979,n03869976
4980,n04242704
4981,n07849336
4982,n13150592
4983,n04380346
4984,n03490884
4985,n02953673
4986,n01558307
4987,n04961062
4988,n07833333
4989,n07921239
4990,n03495039
4991,n02388735
4992,n03131193
4993,n04155625
4994,n04464615
4995,n07847198
4996,n03394649
4997,n02094562
4998,n07812662
4999,n07930062
5000,n07928264
5001,n03767459
5002,n03715892
5003,n07618029
5004,n12035907
5005,n07820036
5006,n02414578
5007,n04172107
5008,n12252168
5009,n07612137
5010,n12444095
5011,n02943964
5012,n04297847
5013,n02972714
5014,n07919665
5015,n03843316
5016,n04524594
5017,n04289827
5018,n02855701
5019,n04615226
5020,n03868406
5021,n01681940
5022,n04613015
5023,n07727741
5024,n07690019
5025,n04093625
5026,n02387983
5027,n03314227
5028,n03179910
5029,n01842235
5030,n01397871
5031,n03500838
5032,n07842202
5033,n01696633
5034,n01859496
5035,n03450734
5036,n01622959
5037,n12093600
5038,n07685031
5039,n01858780
5040,n03521771
5041,n03290195
5042,n02517442
5043,n03490649
5044,n01579028
5045,n01881857
5046,n03612010
5047,n04593524
5048,n13906936
5049,n02457945
5050,n07721833
5051,n03101986
5052,n07823369
5053,n08584914
5054,n03141612
5055,n03059103
5056,n03212406
5057,n07764847
5058,n03462110
5059,n07766173
5060,n07599383
5061,n04963111
5062,n04095577
5063,n15091669
5064,n03533392
5065,n07928488
5066,n02389261
5067,n07589872
5068,n03255488
5069,n07819769
5070,n01538955
5071,n07688757
5072,n11727091
5073,n02942015
5074,n07747951
5075,n13879816
5076,n02785648
5077,n03677766
5078,n08644045
5079,n01563128
5080,n04471148
5081,n04282231
5082,n04605572
5083,n02836607
5084,n02499568
5085,n03604400
5086,n09300905
5087,n02761696
5088,n03999160
5089,n01415920
5090,n03352961
5091,n07936015
5092,n02053083
5093,n07915918
5094,n07573453
5095,n03939565
5096,n04146343
5097,n10638922
5098,n07592922
5099,n02056228
5100,n12033504
5101,n07920663
5102,n07577657
5103,n03939178
5104,n03390673
5105,n02318167
5106,n04141198
5107,n03819595
5108,n03920641
5109,n07733394
5110,n07864317
5111,n01519563
5112,n02977619
5113,n03890514
5114,n01559160
5115,n07620597
5116,n03836976
5117,n03193754
5118,n01458842
5119,n03934042
5120,n04202282
5121,n02976123
5122,n13893786
5123,n07810907
5124,n01744100
5125,n07557165
5126,n03211413
5127,n07817871
5128,n08633683
5129,n07690273
5130,n12644283
5131,n03723439
5132,n04542095
5133,n03481521
5134,n02122430
5135,n01698782
5136,n03901229
5137,n01818299
5138,n01927159
5139,n11807979
5140,n11839568
5141,n02704645
5142,n07875926
5143,n04612373
5144,n07816164
5145,n03702248
5146,n02809605
5147,n03101664
5148,n04175147
5149,n07820960
5150,n11665372
5151,n05538625
5152,n03961394
5153,n03259009
5154,n01333483
5155,n03327133
5156,n07763987
5157,n07575076
5158,n03030353
5159,n04533199
5160,n03900979
5161,n04972451
5162,n03244919
5163,n07562172
5164,n02176261
5165,n01392380
5166,n01635480
5167,n03598385
5168,n01677747
5169,n04320405
5170,n03145147
5171,n01575745
5172,n10401639
5173,n04400737
5174,n13894154
5175,n03979377
5176,n04410760
5177,n12983654
5178,n01366700
5179,n03903733
5180,n04184600
5181,n07588817
5182,n07908567
5183,n03062985
5184,n04434207
5185,n07765073
5186,n03525074
5187,n02008643
5188,n07614198
5189,n07930205
5190,n01482071
5191,n07596046
5192,n01484097
5193,n04088696
5194,n13071815
5195,n07711799
5196,n07568991
5197,n09443281
5198,n04039742
5199,n07616174
5200,n03859280
5201,n03459591
5202,n07579917
5203,n04078955
5204,n07753448
5205,n08663703
5206,n04968056
5207,n06596607
5208,n07809368
5209,n07813107
5210,n07894451
5211,n02967782
5212,n07902443
5213,n04072193
5214,n07874674
5215,n03876111
5216,n03883054
5217,n07858114
5218,n03683457
5219,n02871005
5220,n07841495
5221,n03879705
5222,n11508382
5223,n01385017
5224,n02864987
5225,n13863186
5226,n04963740
5227,n07832902
5228,n02228341
5229,n02966942
5230,n02885233
5231,n04134170
5232,n07601175
5233,n03027625
5234,n03974915
5235,n02062017
5236,n02954163
5237,n07851443
5238,n03542605
5239,n04204081
5240,n03658102
5241,n07840304
5242,n02753394
5243,n07691539
5244,n08648917
5245,n07904293
5246,n07678586
5247,n02034129
5248,n03254046
5249,n07854266
5250,n09032191
5251,n02135220
5252,n02366579
5253,n13868371
5254,n04252331
5255,n04407435
5256,n01847407
5257,n07683265
5258,n07769102
5259,n03977592
5260,n04322026
5261,n03613294
5262,n03657511
5263,n07593972
5264,n02983072
5265,n07624466
5266,n03510072
5267,n03978815
5268,n03225988
5269,n07916582
5270,n06998748
5271,n03966976
5272,n02826886
5273,n03628215
5274,n02749169
5275,n04464125
5276,n03431243
5277,n07565161
5278,n07869937
5279,n03072056
5280,n13002209
5281,n10297841
5282,n02843777
5283,n07897975
5284,n02071028
5285,n04536153
5286,n03640850
5287,n01341090
5288,n07586099
5289,n07822197
5290,n03454110
5291,n03379989
5292,n04447276
5293,n07749095
5294,n07931452
5295,n04950952
5296,n09242389
5297,n03510384
5298,n03786096
5299,n03056493
5300,n04438897
5301,n02152740
5302,n07805594
5303,n04516354
5304,n03001115
5305,n08242223
5306,n02174355
5307,n07769584
5308,n04121728
5309,n03992975
5310,n13150378
5311,n07896994
5312,n07813579
5313,n07826453
5314,n07606191
5315,n13883603
5316,n04391445
5317,n12974987
5318,n03425241
5319,n03487642
5320,n03836451
5321,n03402785
5322,n07719213
5323,n04019335
5324,n07886463
5325,n02069701
5326,n03120198
5327,n03660562
5328,n02891188
5329,n03206602
5330,n07917507
5331,n05399356
5332,n04488427
5333,n07896422
5334,n03563967
5335,n04176528
5336,n02870676
5337,n07833672
5338,n04545471
5339,n12833985
5340,n11915214
5341,n08558770
5342,n03306869
5343,n04057981
5344,n04256891
5345,n02812201
5346,n02881546
5347,n04409128
5348,n13054073
5349,n07845495
5350,n03936466
5351,n07938594
5352,n03171635
5353,n07712559
5354,n01917882
5355,n03926148
5356,n07582970
5357,n15092650
5358,n02547014
5359,n03698360
5360,n02088992
5361,n03648219
5362,n03943833
5363,n01988701
5364,n07803408
5365,n03325288
5366,n07803992
5367,n02509197
5368,n13027557
5369,n05241485
5370,n02054036
5371,n04052346
5372,n03070396
5373,n02908773
5374,n01579729
5375,n04030161
5376,n03261776
5377,n07591162
5378,n07643679
5379,n03044801
5380,n03610682
5381,n07732636
5382,n07734417
5383,n07643474
5384,n07609840
5385,n02533834
5386,n07684938
5387,n04568841
5388,n07880751
5389,n02944256
5390,n03597147
5391,n04965179
5392,n02173373
5393,n02889646
5394,n03181667
5395,n07913537
5396,n07879560
5397,n02357401
5398,n07599554
5399,n05279953
5400,n07755262
5401,n07570720
5402,n03088707
5403,n07907342
5404,n01397114
5405,n13905792
5406,n03698815
5407,n03216199
5408,n04053508
5409,n04292221
5410,n07921615
5411,n08583455
5412,n03988758
5413,n03548626
5414,n08554440
5415,n03917814
5416,n03261603
5417,n01442710
5418,n11196627
5419,n07727377
5420,n01490670
5421,n02928608
5422,n01783706
5423,n04361095
5424,n03508485
5425,n07005523
5426,n03327841
5427,n02170993
5428,n07642361
5429,n01974773
5430,n07842308
5431,n03381126
5432,n03683341
5433,n04414476
5434,n07718195
5435,n04369485
5436,n04241394
5437,n04953678
5438,n07863374
5439,n03228796
5440,n04480141
5441,n02451415
5442,n02857365
5443,n04013060
5444,n07564629
5445,n02831724
5446,n15019030
5447,n07726796
5448,n04568069
5449,n01413457
5450,n07700003
5451,n05447757
5452,n02365480
5453,n02759387
5454,n02679142
5455,n07828156
5456,n04389854
5457,n11318824
5458,n04561287
5459,n03237212
5460,n07864638
5461,n07618871
5462,n07835457
5463,n03329663
5464,n12030092
5465,n03447075
5466,n07763629
5467,n03974070
5468,n07822518
5469,n03578981
5470,n01788579
5471,n02508021
5472,n02868975
5473,n09263912
5474,n03434285
5475,n01415626
5476,n03156767
5477,n03475823
5478,n01817263
5479,n07841800
5480,n03374102
5481,n07839730
5482,n04226464
5483,n02813544
5484,n02406046
5485,n07736087
5486,n04233124
5487,n04089976
5488,n03190458
5489,n13014581
5490,n03191451
5491,n07619004
5492,n07851054
5493,n02929462
5494,n02130545
5495,n04259468
5496,n07869111
5497,n14973585
5498,n02370806
5499,n07762913
5500,n01915700
5501,n02822220
5502,n07562984
5503,n04321453
5504,n03872016
5505,n07844786
5506,n04532831
5507,n01871543
5508,n03064758
5509,n07618684
5510,n07815956
5511,n01562265
5512,n07690511
5513,n02389346
5514,n03739518
5515,n11688378
5516,n02831237
5517,n04347119
5518,n04127904
5519,n01872772
5520,n07878283
5521,n07679356
5522,n03372933
5523,n03645011
5524,n07585758
5525,n13877547
5526,n02962061
5527,n07614348
5528,n03367875
5529,n01806061
5530,n01386354
5531,n02189363
5532,n03420801
5533,n07605474
5534,n02697221
5535,n07709701
5536,n07725376
5537,n02384741
5538,n03343354
5539,n02639605
5540,n02057898
5541,n07600696
5542,n02784124
5543,n02021795
5544,n04571800
5545,n04951716
5546,n03483823
5547,n04503155
5548,n07934908
5549,n02126317
5550,n02893692
5551,n02792552
5552,n04321121
5553,n04449449
5554,n07843117
5555,n07724943
5556,n03146777
5557,n03774327
5558,n04208582
5559,n12056601
5560,n07584938
5561,n04229480
5562,n03629100
5563,n07876893
5564,n02251775
5565,n11524451
5566,n09215437
5567,n07600506
5568,n02804123
5569,n04270891
5570,n07860629
5571,n12736999
5572,n01321456
5573,n04066270
5574,n07899976
5575,n12970733
5576,n04211528
5577,n07582152
5578,n03649674
5579,n01617766
5580,n03150511
5581,n02776978
5582,n07823105
5583,n04122685
5584,n03626760
5585,n04359335
5586,n13884384
5587,n07586318
5588,n07721195
5589,n07564971
5590,n07573563
5591,n07902520
5592,n07607832
5593,n04431745
5594,n03926876
5595,n07624924
5596,n07896765
5597,n07729926
5598,n04267165
5599,n07617526
5600,n07710952
5601,n04442741
5602,n12986227
5603,n04487724
5604,n03358726
5605,n03140546
5606,n07730708
5607,n04054566
5608,n03919430
5609,n11689957
5610,n02738535
5611,n02543565
5612,n02914991
5613,n02921406
5614,n12983048
5615,n13018906
5616,n07734017
5617,n01602630
5618,n04325804
5619,n01622352
5620,n07854707
5621,n02535258
5622,n03981760
5623,n07914271
5624,n07724492
5625,n13072706
5626,n07601809
5627,n04131208
5628,n07933799
5629,n04086663
5630,n13071553
5631,n07876026
5632,n02835724
5633,n08651104
5634,n13862552
5635,n03843883
5636,n03077442
5637,n01369484
5638,n07749312
5639,n02380464
5640,n04322692
5641,n04459610
5642,n07722052
5643,n04453156
5644,n03015851
5645,n02890188
5646,n04166436
5647,n07692405
5648,n03900301
5649,n01862399
5650,n04502059
5651,n09893502
5652,n02026948
5653,n07827130
5654,n07592094
5655,n04331892
5656,n08571642
5657,n02890351
5658,n02901377
5659,n07896165
5660,n09279986
5661,n02666501
5662,n02411206
5663,n01386007
5664,n02168245
5665,n01992262
5666,n08659242
5667,n07582892
5668,n02366301
5669,n07876281
5670,n07560903
5671,n07666176
5672,n01877606
5673,n04123448
5674,n08618831
5675,n03549473
5676,n07741804
5677,n03655072
5678,n01634227
5679,n03983612
5680,n04189092
5681,n01842788
5682,n02738741
5683,n02010272
5684,n02895438
5685,n08547544
5686,n09302616
5687,n03858183
5688,n07924747
5689,n03894677
5690,n07856756
5691,n13047862
5692,n03690168
5693,n07697699
5694,n02653786
5695,n04119360
5696,n02066707
5697,n01876034
5698,n07764155
5699,n02343772
5700,n05469664
5701,n01324799
5702,n04474035
5703,n01619310
5704,n03113152
5705,n03141702
5706,n01661818
5707,n04594218
5708,n03901974
5709,n07767171
5710,n07714078
5711,n02125494
5712,n01400391
5713,n07825717
5714,n07828041
5715,n01643896
5716,n04206790
5717,n04176190
5718,n02869563
5719,n04445327
5720,n07887099
5721,n03867854
5722,n03120491
5723,n01419888
5724,n11724660
5725,n07911249
5726,n03296963
5727,n01850192
5728,n01847806
5729,n04050066
5730,n04283784
5731,n02180875
5732,n03612814
5733,n04357531
5734,n08649711
5735,n04227050
5736,n07590068
5737,n07812046
5738,n03541537
5739,n07862611
5740,n02003037
5741,n03608504
5742,n04403638
5743,n13865298
5744,n07843220
5745,n04594828
5746,n04107984
5747,n02698634
5748,n07853125
5749,n03178674
5750,n02444251
5751,n04056932
5752,n04376400
5753,n03518135
5754,n13926786
5755,n07576781
5756,n01777909
5757,n01978930
5758,n04454908
5759,n07924366
5760,n07904934
5761,n02375438
5762,n07835701
5763,n02605703
5764,n07901587
5765,n07864198
5766,n07831663
5767,n07883384
5768,n07589458
5769,n01376437
5770,n02028727
5771,n01850373
5772,n02338722
5773,n13875571
5774,n01339471
5775,n08640962
5776,n07566231
5777,n04113316
5778,n03978575
5779,n07721325
5780,n04104147
5781,n04444749
5782,n03161016
5783,n07922512
5784,n03364937
5785,n08643267
5786,n04572935
5787,n02420828
5788,n03571853
5789,n07650903
5790,n03455642
5791,n07689217
5792,n03507658
5793,n03956623
5794,n07611267
5795,n07899533
5796,n01490112
5797,n07900825
5798,n03708843
5799,n01486010
5800,n01427399
5801,n07754451
5802,n07855812
5803,n02774630
5804,n13898645
5805,n04554998
5806,n04547592
5807,n02126787
5808,n01847978
5809,n05578095
5810,n07726095
5811,n03039827
5812,n02055658
5813,n04389718
5814,n01649170
5815,n02626762
5816,n07901457
5817,n11448153
5818,n07845863
5819,n01593028
5820,n09283514
5821,n03216562
5822,n03619650
5823,n04255163
5824,n04393549
5825,n01926689
5826,n02535163
5827,n07806221
5828,n03853924
5829,n02606751
5830,n07855603
5831,n10582604
5832,n12026476
5833,n04153025
5834,n09283193
5835,n02279257
5836,n04346679
5837,n01561732
5838,n04538249
5839,n01363719
5840,n13897198
5841,n01515078
5842,n02639922
5843,n01557962
5844,n03465426
5845,n01485479
5846,n03308481
5847,n02884450
5848,n02072040
5849,n13915999
5850,n03109033
5851,n03013850
5852,n02735268
5853,n07654298
5854,n13880704
5855,n02809241
5856,n02747802
5857,n11960245
5858,n12909421
5859,n14698884
5860,n11732567
5861,n03875955
5862,n02109687
5863,n07592768
5864,n01806297
5865,n02843465
5866,n03770316
5867,n04968895
5868,n03839671
5869,n12969131
5870,n13897996
5871,n07898117
5872,n07825972
5873,n07903731
5874,n05604434
5875,n03260733
5876,n02960903
5877,n07710007
5878,n09260907
5879,n07913180
5880,n07751004
5881,n04191595
5882,n07758407
5883,n07866277
5884,n01443831
5885,n07838073
5886,n03941684
5887,n02752615
5888,n03792334
5889,n02157206
5890,n07896893
5891,n07642471
5892,n04270576
5893,n01378545
5894,n04341288
5895,n02699915
5896,n07859284
5897,n07590177
5898,n07758680
5899,n07819166
5900,n07807171
5901,n03436182
5902,n07683138
5903,n03042829
5904,n07808352
5905,n07712959
5906,n03578055
5907,n13081999
5908,n02915904
5909,n07871234
5910,n07911677
5911,n07903841
5912,n01558594
5913,n01818832
5914,n03074855
5915,n03158796
5916,n10205457
5917,n12167075
5918,n07934032
5919,n03320262
5920,n01731545
5921,n01528396
5922,n13877667
5923,n07857731
5924,n07907037
5925,n13063269
5926,n07852532
5927,n07840027
5928,n05453657
5929,n02780815
5930,n08496334
5931,n09409752
5932,n03579538
5933,n02528163
5934,n07589724
5935,n01830915
5936,n03931765
5937,n13078021
5938,n03332173
5939,n03989777
5940,n03859495
5941,n01404495
5942,n12879527
5943,n07762114
5944,n03878674
5945,n13072528
5946,n12360108
5947,n09409512
5948,n03376279
5949,n07763290
5950,n03156279
5951,n03878294
5952,n02485988
5953,n09290444
5954,n03424489
5955,n04974145
5956,n07897750
5957,n02032769
5958,n04402746
5959,n03479121
5960,n03954393
5961,n04960277
5962,n07731284
5963,n04256520
5964,n03946162
5965,n03061893
5966,n07695504
5967,n03843438
5968,n04030965
5969,n07886176
5970,n04961331
5971,n03605598
5972,n07687626
5973,n07916437
5974,n04590746
5975,n07803895
5976,n04236809
5977,n03066464
5978,n04116294
5979,n07746186
5980,n09264803
5981,n03858837
5982,n03726760
5983,n07886317
5984,n07862770
5985,n03977158
5986,n07889814
5987,n03035832
5988,n03067339
5989,n13897528
5990,n04329834
5991,n03267696
5992,n07898617
5993,n03819047
5994,n04495698
5995,n01784293
5996,n04224395
5997,n07892418
5998,n13880199
5999,n03985881
6000,n01757115
6001,n07698401
6002,n04602840
6003,n01538362
6004,n02311060
6005,n07609407
6006,n04608923
6007,n03854815
6008,n11931918
6009,n03004824
6010,n01668436
6011,n03935234
6012,n02791665
6013,n07643891
6014,n07597263
6015,n07826544
6016,n03902482
6017,n07736692
6018,n01775730
6019,n02509515
6020,n09442595
6021,n07616265
6022,n01375204
6023,n07572957
6024,n07740597
6025,n03729402
6026,n04479405
6027,n07820683
6028,n09432990
6029,n03484809
6030,n03661340
6031,n04397860
6032,n03685307
6033,n07688412
6034,n01618082
6035,n01560636
6036,n04283378
6037,n07866409
6038,n03468570
6039,n13650447
6040,n02503756
6041,n03243218
6042,n07785487
6043,n01634522
6044,n01606522
6045,n12950126
6046,n04328946
6047,n11726707
6048,n01987545
6049,n03941231
6050,n11826198
6051,n07921455
6052,n01318660
6053,n03533486
6054,n04028581
6055,n13354021
6056,n01826364
6057,n03327553
6058,n07913644
6059,n03549199
6060,n01350701
6061,n03349469
6062,n02368399
6063,n01592694
6064,n02939763
6065,n07719980
6066,n13896100
6067,n03426871
6068,n07909362
6069,n04546340
6070,n07863229
6071,n07643981
6072,n01397690
6073,n03164344
6074,n04546081
6075,n01521756
6076,n01882125
6077,n03126927
6078,n02699629
6079,n02115096
6080,n03142679
6081,n03850492
6082,n07870478
6083,n07751280
6084,n07822687
6085,n04189282
6086,n13016289
6087,n07691091
6088,n01323781
6089,n03315644
6090,n01342269
6091,n07865575
6092,n03615406
6093,n04964799
6094,n01526766
6095,n02761392
6096,n04559910
6097,n01771417
6098,n07913393
6099,n04113038
6100,n07599998
6101,n04584056
6102,n03188725
6103,n02023341
6104,n07720442
6105,n04387531
6106,n07851926
6107,n03144873
6108,n03776877
6109,n03568117
6110,n01806467
6111,n04039848
6112,n02177506
6113,n04539053
6114,n03874823
6115,n02276355
6116,n07863644
6117,n07924955
6118,n04441528
6119,n03628831
6120,n07616906
6121,n03170872
6122,n07607492
6123,n07909504
6124,n02902687
6125,n03536122
6126,n07826250
6127,n07812184
6128,n00021265
6129,n03603442
6130,n07905474
6131,n02125689
6132,n03583621
6133,n02919414
6134,n07842433
6135,n04113194
6136,n03580990
6137,n02838014
6138,n07915366
6139,n01571904
6140,n13871717
6141,n02191979
6142,n04388473
6143,n02350989
6144,n03870290
6145,n08517010
6146,n03465320
6147,n08677801
6148,n02375757
6149,n08580944
6150,n04337157
6151,n07840804
6152,n03013438
6153,n03414029
6154,n07565608
6155,n07899292
6156,n07733217
6157,n03767745
6158,n02542958
6159,n12056990
6160,n02971940
6161,n01687290
6162,n12034141
6163,n03362639
6164,n04113765
6165,n01787835
6166,n04969540
6167,n04578708
6168,n07807317
6169,n07612530
6170,n03621694
6171,n07594737
6172,n07719437
6173,n13882563
6174,n07723330
6175,n02682311
6176,n13918274
6177,n02386014
